business_id,vector
pr2nYg8i4mjW6J2fM-Y5dA,"[0.18132458 0.18132458 0.18132458 0.18132458 0.18300728 0.18132458
 0.18132458 0.18549125]"
pr7oYNHkBvqPR3EA1owcsw,"[0.27433188 0.27433188 0.27433188 0.27433188 0.27433188 0.27433188
 0.27969804 0.27433188]"
prVwvuH-RwkUQBP-9-hDIQ,"[0.21202652 0.21202652 0.21202652 0.21202652 0.21202652 0.21202652
 0.21202652 0.21202652]"
psatL8zi656X7bWoQIjWCQ,"[0.36750243 0.36750243 0.36750243 0.36750243 0.36750243 0.36750243
 0.36750243 0.36750243]"
pt7p4klGicvPZe04mhhVGQ,[nan nan nan nan nan nan nan nan]
puDhbxCiHdT_d6d612B8Ng,"[0.06189185 0.06189185 0.06189185 0.06189185 0.06189185 0.06189185
 0.06189185 0.06189185]"
puk8IRttn2bKxBGp3jisUg,"[0.25949467 0.25949467 0.25949467 0.25741133 0.25949467 0.25949467
 0.25949467 0.25949467]"
pv3XILvBa3Ha95lzHtD_vA,"[0.11035935 0.11035935 0.11035935 0.11035935 0.11035935 0.11035935
 0.11035935 0.11035935]"
pw9jaU8D8JbFjvJf5BIBCQ,"[0.26657937 0.27800794 0.26657937 0.26657937 0.26657937 0.2790496
 0.26657937 0.26657937]"
px2ZZOPzA8-xG_VhE4FecQ,[nan nan nan nan nan nan nan nan]
pxKhxG3Kv9fCxlp4X9iFBg,"[-0.01400253 -0.01400253 -0.01400253 -0.01400253 -0.00462753 -0.01400253
 -0.01425505  0.00599747]"
pxiDZvGAO7kSybVZ3uan_g,"[0.         0.         0.         0.         0.11626984 0.11626984
 0.11626984 0.        ]"
pxkE3PLzAAdG4J1bs5O_Ig,[nan nan nan nan nan nan nan nan]
py474pAs_QPjv2766jLBLw,[nan nan nan nan nan nan nan nan]
pyLRE5ESUbUyQu6tqlrW3A,"[0.10323735 0.10323735 0.10323735 0.10323735 0.10323735 0.10323735
 0.10323735 0.10323735]"
pzyJ8TcADdx5tUIpCP7agA,"[0.02769886 0.02769886 0.02769886 0.02769886 0.02769886 0.02769886
 0.02769886 0.02769886]"
q-2U-WfSBiOaxdxb6YyxTA,"[0.07781434 0.07781434 0.07781434 0.07781434 0.07781434 0.07831939
 0.07781434 0.08522175]"
q-9wprAg0B4_5o2ZWeR20g,"[0.01314815 0.00967593 0.00967593 0.01314815 0.03675926 0.01314815
 0.01314815 0.01314815]"
q06CmEsx7Noe5TcciLoUOQ,"[0.1131081  0.1131081  0.1131081  0.1131081  0.1131081  0.1131081
 0.11841113 0.1131081 ]"
q0ckB56e98HxQMXz_288tw,"[0.1234596 0.1234596 0.1234596 0.1234596 0.1234596 0.1234596 0.1234596
 0.1234596]"
q0fEFUqqCNiJzVd1g9YrSw,"[0.07137076 0.07137076 0.07137076 0.07137076 0.07137076 0.07137076
 0.07137076 0.07137076]"
q0fX5CAXSURUOM_YDjHP3Q,[nan nan nan nan nan nan nan nan]
q1g2AKrd6fTKeylQ1yZwIw,[nan nan nan nan nan nan nan nan]
q21MK3pe9yRqMHduWx8SVg,"[0.36041667 0.36041667 0.36041667 0.36041667 0.36041667 0.36041667
 0.36041667 0.36041667]"
q2KtxnPa6rPSpAlMbg9l8g,[nan nan nan nan nan nan nan nan]
q2Pkq8g60KKncFzKgynHOw,"[0.16351137 0.16351137 0.16351137 0.16351137 0.16351137 0.16351137
 0.16529708 0.16351137]"
q2kpGK7pcYR8uAYNaqFFog,[nan nan nan nan nan nan nan nan]
q3P5fMndhQaDC9AFPaDI_A,[nan nan nan nan nan nan nan nan]
q3TNTTKnZfJ6CSJAoMgiMw,[nan nan nan nan nan nan nan nan]
q3fFQ42WCgpSCv0DkWp4dA,"[0.01387971 0.01387971 0.01387971 0.01387971 0.01387971 0.01387971
 0.01387971 0.01387971]"
q3k7khvpgLM-JbpwqVSxKw,[nan nan nan nan nan nan nan nan]
q3uRts4amJ6K-g0oqvkH8A,[0.029731 0.029731 0.029731 0.029731 0.029731 0.029731 0.029731 0.029731]
q4eEkiruO-ka01soqroUKg,[nan nan nan nan nan nan nan nan]
q4fe8kLMD4f8rCcjHk2blA,"[0.09363636 0.09363636 0.09363636 0.09363636 0.09363636 0.09363636
 0.09363636 0.09363636]"
q5d6sgQQTM5aydU5831Pqg,"[0.35441919 0.35441919 0.35441919 0.35441919 0.35441919 0.35441919
 0.35441919 0.35441919]"
q86p7Q44ntQDiILXf3DY-A,"[0.28318452 0.28318452 0.28318452 0.28318452 0.28318452 0.28318452
 0.28318452 0.28318452]"
qAJ8TSNr4Eb6fclx4Noa5A,"[0.08450794 0.08450794 0.08450794 0.08450794 0.08450794 0.08450794
 0.08450794 0.08450794]"
qBxjHCjxRGWFW_zXN_tMWQ,"[0.41111111 0.41111111 0.41111111 0.41111111 0.41111111 0.41111111
 0.41111111 0.41111111]"
qDbVUkKMLtRqSDcKgLTx1A,"[0.12139716 0.12139716 0.12139716 0.12324901 0.12545121 0.12139716
 0.12276259 0.12324901]"
qDjdpOOK6Gjf89IyghtP2w,[0. 0. 0. 0. 0. 0. 0. 0.]
qFua4bDMU5eJizd8Pbrbog,"[0.00833333 0.00833333 0.00833333 0.00833333 0.00833333 0.00833333
 0.00833333 0.00833333]"
qIkgIkZQxtXClNARWe97Rw,[nan nan nan nan nan nan nan nan]
qJLMG55i5yVOIBgktZK5uA,[nan nan nan nan nan nan nan nan]
qKNQxVWo5nmVi7oE2lkA7w,"[-0.00804902 -0.00804902 -0.00804902 -0.01422186 -0.00804902 -0.00771834
 -0.00723203 -0.00804902]"
qKg8I-5J8U9ZnpDcmxVdYg,"[0.03675637 0.03953414 0.03953414 0.03953414 0.03953414 0.03694155
 0.03953414 0.04231192]"
qLeGR0DaSp3w0HmhlGcNmA,"[0.06089607 0.06089607 0.06089607 0.06089607 0.06089607 0.06089607
 0.06475328 0.06089607]"
qN35FBeMVtfwmbR007Z2dA,"[0.10929874 0.10929874 0.10929874 0.10929874 0.10929874 0.10929874
 0.10929874 0.10929874]"
qOJjVc8kOJ29mbNb2zx_cw,"[0.31714286 0.31714286 0.31714286 0.31714286 0.31714286 0.31714286
 0.31714286 0.31714286]"
qOuyItOatd-TF5kzhUlA9g,"[0.15812851 0.15812851 0.15812851 0.15812851 0.15812851 0.15812851
 0.15812851 0.15812851]"
qQCsLGMncJp1xWUGnOKCQA,[nan nan nan nan nan nan nan nan]
qQhQwvTorKTZ_DnsgiVLKg,"[0.16787281 0.16787281 0.16787281 0.16787281 0.16787281 0.16787281
 0.16787281 0.16787281]"
qQq71qFTQ8NKEdmAdZFYfA,"[0.10275616 0.10275616 0.10275616 0.10275616 0.10596872 0.10275616
 0.10275616 0.10275616]"
qRLHlkdGvbLxJGkj3VnEYw,"[0.15979167 0.15979167 0.15979167 0.15979167 0.15979167 0.15979167
 0.15979167 0.15979167]"
qRuTGszdJ1sLkjo-SPljZw,"[0.18876109 0.18876109 0.19471347 0.18876109 0.18876109 0.18876109
 0.18876109 0.18876109]"
qTPL-UcUn_Bo74OBP0gxoA,"[0.05041688 0.05041688 0.05041688 0.05041688 0.05041688 0.05041688
 0.05041688 0.05041688]"
qTxxaBMYHmWSZ-ernVX-qA,"[ 0.00353613  0.00353613 -0.00063053  0.00353613  0.00353613  0.00353613
  0.00353613  0.00951904]"
qU90yUXPYMyrzgZ702btOA,[nan nan nan nan nan nan nan nan]
qUOx3oDcDZweflVL7zUP2w,"[0.01666667 0.01666667 0.01666667 0.01666667 0.01666667 0.01666667
 0.01666667 0.01666667]"
qVri-kxCnhQjXuU4cmhANA,"[0.08353992 0.08353992 0.08353992 0.08353992 0.08353992 0.08024774
 0.08353992 0.08353992]"
qX8f4FHuoxI3qeQPPbpc9Q,"[0.11260913 0.11260913 0.11260913 0.11260913 0.11260913 0.11327579
 0.10841468 0.11260913]"
qZQGoDyzzNOoaZdtZ1UrKQ,"[0.22485029 0.22485029 0.22485029 0.22485029 0.22485029 0.22485029
 0.22485029 0.22485029]"
qZWzGWO-LTpBOyvZdLMJGQ,[nan nan nan nan nan nan nan nan]
q_rE2w40vRPH3sm18FOMfw,"[0.09055121 0.08905834 0.09055121 0.09055121 0.09055121 0.09055121
 0.09055121 0.09055121]"
q_xY-2SYi-RJ38zJy36GUA,[nan nan nan nan nan nan nan nan]
qaPSbg690KaX5av6xsSV4Q,[nan nan nan nan nan nan nan nan]
qac28VmbQ7OrTMk-RCl7Yg,[nan nan nan nan nan nan nan nan]
qb1SBO_oZHadFMh__2NJ7A,[nan nan nan nan nan nan nan nan]
qbZ0Hjp-lUMtkGS_R1UnpQ,"[0.03778863 0.03778863 0.03778863 0.03778863 0.05802672 0.03915768
 0.03778863 0.03778863]"
qbtrctwkovS8uNXWc-_CkA,[nan nan nan nan nan nan nan nan]
qcGSP7JinHPC6T4oi1cALg,"[-0.07611731 -0.07611731 -0.07611731 -0.07746347 -0.07611731 -0.07611731
 -0.07699967 -0.07595975]"
qddJLwFmaUeOQ2TqejiVGw,[nan nan nan nan nan nan nan nan]
qgHx71_UAWHRySTPMaAJqw,[nan nan nan nan nan nan nan nan]
qgbi4x6ES_HEsoFubck8WA,"[0.32200379 0.32200379 0.32200379 0.32200379 0.32200379 0.32200379
 0.32200379 0.32200379]"
qgd0v6dcK23EAXchRmSHZg,"[0.21539683 0.21539683 0.21539683 0.21539683 0.24873016 0.21539683
 0.21539683 0.21539683]"
qgixm44W9chBRmjHif278g,[nan nan nan nan nan nan nan nan]
qgyCV3T9ua3DPcsthCQx1Q,[nan nan nan nan nan nan nan nan]
qhkfFrB7IA9AlT-cSl2NSQ,[nan nan nan nan nan nan nan nan]
qiqIi9beWfqK1Gf2egQb6Q,"[0.27425926 0.27425926 0.27425926 0.27425926 0.27425926 0.27425926
 0.27425926 0.27425926]"
qjM9CxBUHeuC0Paj_qnNEA,[nan nan nan nan nan nan nan nan]
qjuxlHtv_woIw9zPVWri5A,[nan nan nan nan nan nan nan nan]
qlxqjWg29QPlf99DNhy7ZQ,"[0.23544412 0.23544412 0.23544412 0.23544412 0.23544412 0.23544412
 0.23544412 0.23544412]"
qpBfYbkPmXIFWVQ7pLkQ_w,[nan nan nan nan nan nan nan nan]
qpGMmQX4AgT12fDdvQLprg,"[0.10273893 0.10273893 0.10273893 0.10273893 0.10273893 0.10273893
 0.10273893 0.10594406]"
qpWrR6B5YrSCoAz3VoY8uA,"[-0.02985863 -0.02985863 -0.02985863 -0.02985863 -0.02985863 -0.02985863
 -0.03296974 -0.03085863]"
qqiOnM-Iy-3H21gpyj-SWg,"[0.03795833 0.03795833 0.0569375  0.03795833 0.03795833 0.03795833
 0.03795833 0.03795833]"
qrK73viBBJY_hx3bgRQw7w,[nan nan nan nan nan nan nan nan]
qtSyaaMRmaXogQgzg5o4aw,"[0.12093074 0.12093074 0.12093074 0.12093074 0.12093074 0.12093074
 0.12093074 0.12093074]"
qvPQYjjxC7a5bpkbdb64AA,"[0.05413205 0.05413205 0.05413205 0.05346432 0.05413205 0.05413205
 0.05092438 0.05346241]"
qw1Cqay7KnK_VK5IJh7QHw,[nan nan nan nan nan nan nan nan]
qwCXKgEJyYIFLpu9nyipYA,"[0.09583945 0.09583945 0.09583945 0.09583945 0.09583945 0.09583945
 0.09583945 0.09221626]"
qx6WhZ42eDKmBchZDax4dQ,[nan nan nan nan nan nan nan nan]
qxDe7yciDZxImUZCKLkYIw,[nan nan nan nan nan nan nan nan]
qxJZ8DVN2JYeNjZNiujdQQ,[0.3375 0.3375 0.3375 0.3375 0.3375 0.3375 0.3375 0.3375]
qy4OYPuUPs0g6DO2FUwksA,"[0.25305556 0.25305556 0.25305556 0.25305556 0.25305556 0.25305556
 0.25305556 0.25305556]"
qyGMq7EorcHzxSEq36yi4Q,"[0.15833333 0.15833333 0.15833333 0.15833333 0.15833333 0.15833333
 0.15833333 0.15833333]"
qz3gPF0JSnRuWUADlK17FQ,"[0.03736111 0.03736111 0.03736111 0.03736111 0.03736111 0.03736111
 0.03736111 0.03736111]"
qzq6f4kgLXfF5XuG7QXGUQ,"[0.13572393 0.13572393 0.13572393 0.13572393 0.13572393 0.13572393
 0.13603257 0.13572393]"
r-E12HKD8_BXW4liUz70PQ,"[0.17382522 0.17382522 0.17382522 0.17382522 0.17336226 0.17430599
 0.17382522 0.17382522]"
r-vl6_vjT4vug7R07LQP3g,"[0.11597042 0.11597042 0.11597042 0.11597042 0.11597042 0.11597042
 0.11597042 0.11597042]"
r0F0GcH2gpumy8_tKpzQ4A,"[0.13433862 0.13433862 0.13433862 0.13433862 0.13433862 0.13433862
 0.13433862 0.13433862]"
r1A18C0kEg6a1p5hvjhPMQ,[nan nan nan nan nan nan nan nan]
r2OInAjV16XWSwgnzdEWLQ,[nan nan nan nan nan nan nan nan]
r2Tdlv7XnltKAExPFZsg3Q,[nan nan nan nan nan nan nan nan]
r2e6TDEVvVOpQWJ3bGPyXg,"[ 0.00681961  0.00681961  0.00681961  0.00681961  0.00681961  0.00400006
 -0.13246611  0.00681961]"
r2kwwrsm3GF-xI5F2RlUMA,"[0.2503373 0.2503373 0.2503373 0.2503373 0.2503373 0.2503373 0.2503373
 0.2503373]"
r2uPLf7Hg4mAjsCXkzjv2g,[nan nan nan nan nan nan nan nan]
r5PLDU-4mSbde5XekTXSCA,[nan nan nan nan nan nan nan nan]
r5TRmnaK2zeP_BE-tJWQDQ,[0. 0. 0. 0. 0. 0. 0. 0.]
r6oqnrvyLBMmbuRnl1pLPg,[nan nan nan nan nan nan nan nan]
r7ueoDBWYKc9OX4kTV5VQg,"[0.24038938 0.24038938 0.24038938 0.24038938 0.24038938 0.24038938
 0.24038938 0.24038938]"
r8764MtYyt8JhxMvrfM_xQ,[nan nan nan nan nan nan nan nan]
r9274utz94-FsCFEUPNWag,[nan nan nan nan nan nan nan nan]
r9lpe7Da9qA31szjUc0DIA,"[0.1423617  0.1423617  0.1423617  0.14370468 0.1423617  0.1523617
 0.1423617  0.1423617 ]"
rBb8d_oAzIEdEWTthQ1qNw,"[0.21693122 0.21693122 0.21693122 0.21693122 0.21693122 0.21693122
 0.21693122 0.21693122]"
rCRy7NfTgnqiey_Z4EU-dA,"[0.29465307 0.29465307 0.29465307 0.29465307 0.29052025 0.29465307
 0.29881973 0.29465307]"
rDBbQ-MIon2UizvVidVQsg,"[0.58939394 0.58939394 0.58939394 0.58939394 0.58939394 0.58939394
 0.58939394 0.58939394]"
rDu8fTLGNCrbZGrr4j8Q9g,"[0.34141865 0.38820685 0.34141865 0.34141865 0.34141865 0.34141865
 0.34141865 0.34141865]"
rFNWQd01kOhLVAjftZAzrw,"[0.56513608 0.56513608 0.56513608 0.56513608 0.56513608 0.56513608
 0.56660667 0.56513608]"
rFthhn_lQUoawHN6I1Ek-Q,"[0.17708333 0.17708333 0.17708333 0.17708333 0.17708333 0.17708333
 0.17708333 0.17708333]"
rGRaslfBYLbTri7q5hONNw,"[0.15833333 0.15833333 0.15833333 0.15833333 0.15833333 0.15833333
 0.15833333 0.15833333]"
rIfiMTiy-l_tR5rAnmwhtA,"[0.2926918 0.2926918 0.2926918 0.2926918 0.2926918 0.2926918 0.2926918
 0.2926918]"
rIhu4bA2CmSicOSJmTpGug,[nan nan nan nan nan nan nan nan]
rIvGPT9eK6UZ-asSoxrEfQ,"[0.08165023 0.08165023 0.08165023 0.08165023 0.08165023 0.08165023
 0.08165023 0.08165023]"
rLssxTtqoOubUiYO9vx3yQ,"[0.10479872 0.10479872 0.10479872 0.10479872 0.10479872 0.10580526
 0.10644346 0.10315398]"
rOPEJH3ZDQXcEAnUZ2M-eA,"[0.44696528 0.44696528 0.44696528 0.44696528 0.44696528 0.46592361
 0.44696528 0.44696528]"
rPNMnF5LlR21-Sot-HZfGQ,[nan nan nan nan nan nan nan nan]
rPY4bukI1QdfJc-1OCAwLg,[nan nan nan nan nan nan nan nan]
rPdomKMlNZJfNRQ0KE5S_w,[nan nan nan nan nan nan nan nan]
rPxnRLk-KMsPcsz01EakHA,[nan nan nan nan nan nan nan nan]
rRh6FaU5Yls-bdIyv6j_Og,"[0.15849735 0.15849735 0.15849735 0.15849735 0.15849735 0.15849735
 0.15849735 0.15849735]"
rRmfLZPmwjyaUN4PtarFnQ,"[0.13951631 0.13951631 0.13951631 0.13951631 0.13951631 0.13951631
 0.13951631 0.13951631]"
rSGWVsxlSQE4fJJ9lxD-Bw,"[0.08525926 0.08525926 0.08525926 0.08525926 0.08525926 0.08525926
 0.08525926 0.08525926]"
rTTQ_dIgzsB6OhHGMv6zOQ,"[0.16138076 0.16138076 0.16138076 0.1589653  0.16138076 0.16138076
 0.16138076 0.1589653 ]"
rTcQtNwPvC2cAWwf1v92wQ,[nan nan nan nan nan nan nan nan]
rUmJ5moQLQaWA2s99P2MEA,[nan nan nan nan nan nan nan nan]
rWmZAJMZ8NBw-_FbOYPnfA,[nan nan nan nan nan nan nan nan]
rYzvVZKJFXgHLbMZkMbu_A,"[0.02507593 0.02507593 0.02507593 0.02507593 0.0198676  0.02507593
 0.02507593 0.02198951]"
rbnu5j2ngn2EeKoqLtnB2g,"[0.15388829 0.15388829 0.15388829 0.15388829 0.15388829 0.15388829
 0.15388829 0.15388829]"
rcegV8nqe5Dn_NL2aQ-tLQ,"[0.07715278 0.07715278 0.07715278 0.07715278 0.07715278 0.07715278
 0.07715278 0.07715278]"
rdQojhbnoe6lX4hCyZ1hyA,[nan nan nan nan nan nan nan nan]
re8MAuqbVAcNGNg6lJl1AA,[nan nan nan nan nan nan nan nan]
rf58r2vtel_Ta-mfts9UuQ,"[0.22597537 0.22597537 0.22597537 0.22597537 0.22597537 0.22597537
 0.23145619 0.22788013]"
rfKWAR1_b2w4aAQ96TZ3VA,"[0.06090651 0.06090651 0.06090651 0.06090651 0.06090651 0.06090651
 0.06090651 0.06090651]"
rfdMlP5V4p37n3cDDGLFbg,"[0.10904106 0.10904106 0.10904106 0.10992648 0.10904106 0.10941308
 0.12316098 0.10943168]"
rhKzcgMm8CDhu7RZz_XxqQ,[nan nan nan nan nan nan nan nan]
riVS8r3kNUQLOfqvH3jQCA,"[0.18612374 0.18612374 0.18612374 0.18612374 0.18612374 0.18612374
 0.18612374 0.18612374]"
rjBmHuoFzP8VfS3sz86wzA,"[0.03409091 0.03409091 0.03409091 0.03409091 0.03409091 0.03409091
 0.03409091 0.03409091]"
rjDqZ-ayvPCmeRZEoXFEfA,"[0.04761905 0.04761905 0.04761905 0.04761905 0.04761905 0.04761905
 0.04761905 0.04761905]"
rmT2HCP2KN2L9nLdtyb_fg,"[-0.01975309 -0.01975309 -0.01975309 -0.01975309 -0.01975309 -0.01975309
 -0.01975309 -0.01975309]"
rorU2D5sjXZDjke769BTFw,"[0.09193723 0.09193723 0.09193723 0.09193723 0.09193723 0.09193723
 0.09193723 0.09193723]"
rqhEhkNgZF8ysX7vxGMiVw,"[0.15314724 0.15314724 0.15314724 0.15314724 0.16638253 0.15314724
 0.15355573 0.15314724]"
rsDesjVHsYvsl00twqAlnA,"[0.1110651  0.11092945 0.1110651  0.11403846 0.11092945 0.1130853
 0.11278078 0.1110651 ]"
rsSrFQhtVjQ3GrjINsdsNA,"[0.09030974 0.09030974 0.09030974 0.09030974 0.08947641 0.09030974
 0.09030974 0.09030974]"
rt4vmYK9OYjmxEm_X8hbQQ,"[0.29056142 0.29056142 0.29056142 0.29056142 0.29056142 0.29056142
 0.29056142 0.29056142]"
rt8yYbavl6IAUjwh66YeNQ,"[0.26730769 0.26730769 0.26730769 0.26730769 0.26730769 0.26730769
 0.26730769 0.26730769]"
rtKB12BkQVb3x1e4diTIeA,[nan nan nan nan nan nan nan nan]
ruSF2hHpQX5Ea9qW0Gyv2A,"[0.12651906 0.12651906 0.12651906 0.12570737 0.12673551 0.12294763
 0.12611321 0.12701509]"
rubckw-nGtSDdhUiz7gOXQ,[nan nan nan nan nan nan nan nan]
rurJCsieM8XpmXONfvjk4A,"[0.02551774 0.02551774 0.02703289 0.02551774 0.02627531 0.01440662
 0.02627531 0.02772645]"
rv_HhRxfYaCF7IZHovpklg,[nan nan nan nan nan nan nan nan]
rvucQ2Z6Z5p4kH3-J-i9UQ,"[0.02792267 0.02792267 0.02792267 0.02792267 0.0283691  0.03011017
 0.02759157 0.03010521]"
rwscnQMpddjkVNaJQhNuHw,"[0.30220058 0.30220058 0.30220058 0.30220058 0.30220058 0.30220058
 0.30220058 0.30220058]"
rxjHvIvV_BlzKa8ftRUpGA,"[0.20553953 0.20553953 0.20598398 0.20526771 0.20543537 0.20493489
 0.20709509 0.20867102]"
rxvKy4umkp_TfJGs9rOgyA,"[0.07870531 0.07870531 0.07870531 0.07870531 0.07870531 0.07870531
 0.08068944 0.07870531]"
rzjX_oK_sLaJbjBisOnkkw,[nan nan nan nan nan nan nan nan]
s-5xpA-6r23WwYBfxeG7mA,"[-0.17972222 -0.17972222 -0.17972222 -0.17972222 -0.17972222 -0.17972222
 -0.17972222 -0.17972222]"
s1-nT-jK6tHyHMIii5qxtQ,"[0.35805099 0.35805099 0.35805099 0.35805099 0.35805099 0.35805099
 0.36471765 0.35805099]"
s1JMK5xZnkJ141FX7ks1Yw,"[0.07265422 0.07265422 0.07265422 0.07265422 0.07265422 0.07265422
 0.07492695 0.07265422]"
s1uYxwfquzEtqZb_V_3giw,"[-0.08666667 -0.08666667 -0.08666667 -0.08666667 -0.08666667 -0.08666667
 -0.08666667 -0.08666667]"
s2FWW3HzoPHHpMmkca7maA,"[0.01985617 0.01985617 0.01985617 0.01937998 0.01985617 0.01985617
 0.01985617 0.01985617]"
s6X2--Vlwl0xj09eM2Dj0w,"[0.02980769 0.02980769 0.02980769 0.02980769 0.02980769 0.02980769
 0.02980769 0.02980769]"
s93IztnywCB7EG54sh9QCw,"[0.10429688 0.10429688 0.10429688 0.10429688 0.10429688 0.10429688
 0.10429688 0.10429688]"
s99QcHNImIap981GtNeU-g,[-0.0385 -0.0385 -0.0385 -0.0385 -0.0385 -0.0385 -0.0385 -0.0385]
s9UhjAov8UrI9j4SufkXKA,"[0.02703955 0.02703955 0.02703955 0.02703955 0.02703955 0.02703955
 0.02703955 0.02703955]"
sAUON3Hi17rd4NnKOf8qtg,"[0.08352207 0.08352207 0.08387931 0.08401549 0.08340633 0.08535338
 0.08406894 0.08410077]"
sBV9exlwth3R2BrgHW64pg,"[0.07339638 0.07339638 0.07339638 0.07339638 0.07339638 0.07339638
 0.07339638 0.07339638]"
sBc7xW4BTuY7E4hnIHgSYg,[nan nan nan nan nan nan nan nan]
sCGh5pH4BP41_1uFcyUOlw,"[0.07324757 0.07324757 0.07324757 0.07324757 0.07324757 0.07324757
 0.07324757 0.07324757]"
sCPzCnGUBksg-8Z946DogQ,"[0.14821448 0.14821448 0.14821448 0.14821448 0.14778344 0.14915492
 0.14806282 0.14533735]"
sCeNqO5d_1yZjvZGWaRN3w,"[-0.0638165  -0.0638165  -0.0638165  -0.0638165  -0.0638165  -0.05220034
 -0.0638165  -0.05245287]"
sDixNBvYsQJHPuDIMn3DRw,[nan nan nan nan nan nan nan nan]
sF4Yqk-uN0TEAvnPyVw5rA,"[-0.10808333 -0.10808333 -0.17475    -0.10808333 -0.10808333 -0.10808333
 -0.10808333 -0.10808333]"
sF_cT9_jMwWJsb5z2KXPHQ,[nan nan nan nan nan nan nan nan]
sFskUCIdB5DBSbm4nQOnbA,"[0.27408854 0.27408854 0.27408854 0.27408854 0.27408854 0.27408854
 0.27408854 0.27408854]"
sGViicrvRkswjDKpbi9EDQ,[nan nan nan nan nan nan nan nan]
sHe0cTw9bKmWssON8GTnzA,"[0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333
 0.08333333 0.08333333]"
sHkbvgqjK-SysXePGGep8w,"[0.19347512 0.19347512 0.19347512 0.19347512 0.19347512 0.19347512
 0.19347512 0.19347512]"
sKhLvavlHwQqpwomMzAeAA,"[0.12849884 0.12849884 0.13191765 0.12849884 0.12849884 0.12849884
 0.12849884 0.12849884]"
sLNZEJbUBn1WULXewLrRFA,"[0.02611785 0.02611785 0.02611785 0.02611785 0.02611785 0.02611785
 0.02611785 0.02611785]"
sMKRAPjHXQOt4fLYWzi3Qw,"[0.33664015 0.33664015 0.33664015 0.33664015 0.33664015 0.33664015
 0.33664015 0.33664015]"
sOl1_FhZUv20addwDWZLkg,"[0.05129379 0.05129379 0.05122843 0.05107593 0.0530585  0.05122843
 0.05090607 0.04933301]"
sQ6DZZLLJRfwUr0eDWKDDg,[nan nan nan nan nan nan nan nan]
sQNynQSlfYpe5GJm0Hii_Q,"[0.21666667 0.21666667 0.21666667 0.21666667 0.21666667 0.21666667
 0.21666667 0.21666667]"
sSTvPE3fsOEngqMCeAuH7Q,"[-0.08333333 -0.08333333 -0.08333333 -0.08333333 -0.08333333 -0.08333333
 -0.08333333 -0.08333333]"
sUICQfc4-cSqzA9IaDKxLA,"[0.21710816 0.21710816 0.21710816 0.21710816 0.21710816 0.24303409
 0.21710816 0.21710816]"
sVjOmZU6HT330z1mrrzC6w,"[0.28544571 0.28544571 0.28544571 0.28544571 0.30211237 0.28544571
 0.28544571 0.28544571]"
sWZbbpCt1a-bcKozfgkOQg,"[0.20322313 0.20322313 0.20322313 0.20322313 0.20322313 0.20322313
 0.20322313 0.20322313]"
sWwCwjsd27k0Y8m1RIWZEg,[nan nan nan nan nan nan nan nan]
sX4UmqUVaexBfN46O5kPLA,"[0.1433631 0.1433631 0.1433631 0.1433631 0.1433631 0.1433631 0.1433631
 0.1433631]"
sX4qTaR_JBt3DMUUKjzQQg,[nan nan nan nan nan nan nan nan]
sXSl_ysP6dvaQJScB0UF7g,"[0.1640016  0.1640016  0.1640016  0.1640016  0.1640016  0.16440224
 0.16417521 0.1640016 ]"
sXfXpJD8m3hj-tjgYwbUXA,[nan nan nan nan nan nan nan nan]
sXoIcZlAQdQS08IqRBL0dg,[nan nan nan nan nan nan nan nan]
sYDc1TENwCKLHvprBa5rLw,[nan nan nan nan nan nan nan nan]
sZf_KrF9ZLC7z4jiLGgVOw,[nan nan nan nan nan nan nan nan]
sa7kvjoC3kfHAjaJCPJYMg,"[0.21206349 0.21206349 0.21206349 0.21206349 0.21206349 0.21206349
 0.21206349 0.21206349]"
saYqzd_shsong4ALy-M8Aw,"[0.1557349  0.1557349  0.15622034 0.1557349  0.1557349  0.1557349
 0.1557349  0.1557349 ]"
sbZDGIw5Ga5pQek6pQTFNw,"[0.29320818 0.29320818 0.29320818 0.29320818 0.29754884 0.29320818
 0.29320818 0.29320818]"
scoJNOqcw2peNlO31UYTaA,"[0.22520272 0.22520272 0.22520272 0.25151851 0.22520272 0.22520272
 0.22505845 0.22666471]"
se5zq5hTUAMUeMKhoTo0HA,"[0.16783069 0.16783069 0.16783069 0.16783069 0.16783069 0.16783069
 0.16783069 0.16783069]"
seJ7Hlwr583gNGkT3amzIA,"[0.12123457 0.12123457 0.12123457 0.12123457 0.12123457 0.12123457
 0.12123457 0.12123457]"
seYvTmOZGJ2IAMdfQa8pkg,[nan nan nan nan nan nan nan nan]
sfficcnGizLmfyfuBtanAg,"[0.06926677 0.06926677 0.06926677 0.06926677 0.06926677 0.06926677
 0.06926677 0.06926677]"
sgx9YBS06Ig_QrwGEIOE2w,"[0.13776515 0.13776515 0.13776515 0.13776515 0.13776515 0.1847096
 0.13776515 0.13776515]"
shVXb_mtkQwfeE3AOjw6KQ,"[0.12464286 0.12464286 0.12464286 0.12464286 0.12375    0.12464286
 0.12464286 0.12464286]"
siVUkho_c5BaptuWV-_eTg,[nan nan nan nan nan nan nan nan]
sj-gVChBVP74mm6DfefN1g,"[0.75142857 0.75142857 0.75142857 0.75142857 0.75142857 0.75142857
 0.75142857 0.75142857]"
